"","project_id","title","description","GEO_sources","level","X","Y","name","name_type","GID","country"
"1119",53529,"China Eximbank provides RMB 577 million government concessional loan for Consultancy Services for Extension of Southern Expressway Project (Linked to Project ID #38337, #53526, #33488 and #53522)","On January 22, 2017, China Eximbank and the Government of Sri Lanka signed an RMB 577 million government concessional loan (GCL) agreement with Sri Lanka for consultancy services related to design review and construction supervision of civil works on the Extension of Southern Expressway Project (ESEP). The GCL will cover the full cost of the project. It carries the following terms: a 2% interest rate, 20 year maturity, and 6 year grace period (see 2017 Annual Performance Report). The objective of ESEP is to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. The proceeds from the GCL are being used to fund the provision of consultancy services related design review and construction supervision of civil work of the Southern Expressway from Matara to Hambantota. China Railway First Survey and Design Institute Group Co. Ltd. (FSDI) is the contractor responsible for project implementation. This project entered implementation on January 22, 2017. As of March 31, 2018, the consultancy work for all four sections of ESEP was on schedule. The expected project completion date is 2022 (see 'Resource Mobilization'). For information on the four sections of ESEP (for which the consultancy services captured in Project ID#53529 will be provided), see Project ID #38337 (Section 1), Project ID #53526 (Section 2), Project ID #33488 (Section 3), and Project ID #53522 (Section 4).","http://dailynews.lk/2018/11/14/local/168450/southern-expressway-extension-be-ready-2019, http://www.erd.gov.lk/index.php?option=com_content&view=category&layout=blog&id=29&Itemid=226&lang=en&limitstart=20","ADM2",80.76,6.18,"Weeraketiya","Division","LKA.8.11_1","Sri Lanka"
"1135",39001,"CDB provides $500 million loan for Rehabilitation and Improvement of Priority Road Project 2 (PRP2) (Linked to Project ID #46971, #33402 and #39002)","On March 31, 2011, China Development Bank and the Government of Sri Lanka signed a $500 million loan facility agreement (No. 4500062212011110472) for the Rehabilitation and Improvement of Priority Road Project 2 (PRP2). This loan carries the following terms: 15 year maturity, 4 year grace period, interest rate of 6-month LIBOR pus a 2.9% margin, 0.5% management fee, 3.26% risk (insurance) premium. The first tranche of escrow funding (worth $326 million) was received by the Central Bank of Sri Lanka on June 29, 2011 and second tranche of escrow funding (worth $174 million) was on 28th October 28, 2011. The total cost of the PRP2 was $556 million. 90% of the project cost was covered by CDB and approximately 10% of the project cost was provided by the Government of Sri Lanka. The purpose of the project to rehabilitate and improve 581 km in 20 roads, including 95 km of provincial roads in Nuwara Eliya district, construction of two flyovers and reconstruction and widening of 22 bridges under two components (see Development Performance Report Year End Review 2015 from the Sri Lanka Department of Project Management). The 24 project components listed below include the 20 road sections, the 2 flyovers, and the 2 bridge components. This project included 24 components: 1. Horawela-Pelawatte-Pitigala Road: 0.0 - 17.50 km 2. Horana-Anguruwatota-Aluthgama Road: 5.0 - 32.0 km (total length of 27.0 km) 3. Horawela-Pelawatta-Pitigala Road: 17.5 - 25.74 km (total length of 8.24 km) 4. Construction of a flyover at Mattala airport access road junction in Hambantota Hub Development. 5. Construction of a flyover at 100 feet road and bypass road junction in Hambantota Hub Development. 6. Reconstruction/widening of Bridges on Tiruwanaketiya-Agalawatta Road: 33.45 - 67.80 km (total length of 34.35 km) 7. Reconstruction/widening of Bridges on Horana-Anguruwayoya-Aluthgama Road: 5.0 - 32.0 km (total length of 27.0 km) 8. Thihagoda-Kamburupitiya-Mawarala-Kotapola Road: 23.0 - 67.0 km (total length of 44.0 km) 9. Hungama-Middeniya Road: 0.0 - 30.0 km 10. Nagoda-Kalawellawa-Bellapitiya Road: 27.0 - 57.0 km (total length of 30.0 km) This project included the following components in the Northern Zone (see Sri Lanka Department of External Resources 'Resource Mobilization'): 11. Kandy-Mahiyangana-Padiyathalawa Road: 93.15 - 102.28 km (total length of 9.13 km) 12. Badulla-Karamatiya-Andaulpotha Road: 0.0 - 48 km 13. Mahiyangana-Dimbulagala-Daukkane Road: 0.0 - 24.10 km 14. Bibile-Uraniya-Mahiyangana Road: 22.0 - 39.58 km (total length of 17.58 km) 15. Galkulama-Anuradhapura Road: 0.0 - 15.0 km & 16.0 - 16.64 km (total length of 15.64 km) 16. Kadahapoka-Rambawewa Road: 0.0 - 18.71 km 17. Kurunegala-Narammala-Madampe Road: 0.0 - 22.36 km 18. Galagedara-Rambukkana Road: 0.0 - 18.5 km 19. Tennekumbura-Rikillagaskada-Ragala Road: 20.2 - 73.64 km (total length of 53.44 km) 20. Uswetakeiyawa-Epamulla-Pamunugama Road: 0.0 - 8.05 km 21. Palaviya-Kalpitiya Road: 14.0 - 40.60 km (total length of 26.60 km) 22. Mahiyangana-Dimbulagala-Dalukkane Road: 24.10 - 72.8 km (total length of 48.7 km) 23. Manampitiya-Aralaganwila-Maduru Oya Road: 0.0 - 3.0 km 24. Provincial Roads in Nuwaraeliya District: 85.01 km. Xi'an Dagang Road Machinery Co. Ltd., China National Aero Technology International Engineering Corporation, and Hunan Construction Engineering Corporation were the three contractors responsible for project implementation. Implementation PRP2 began on June 28, 2011 and it was completed on December 31, 2014. Staff Note: The interest rate is coded based on 6-month LIBOR at time of signing of the loan agreement. The average 6-month LIBOR rate in March 2011 was 0.461%. The total interest rate is therefore coded as 0.461% + 2.90%, or 3.361%. The Priority Road Project had three phases; see Project ID #46971 (PRP1), Project ID #33402 (PRP3-Phase 1), and Project ID #39002 (PRP3-Phase 2) for more details.","https://www.google.com/maps/place/Hungama-Talawa-Middeniya+Rd,+Sri+Lanka/@6.1968942,80.7199912,11z/data=!4m5!3m4!1s0x3ae6ae0129017231:0x535346891c59e81e!8m2!3d6.1968942!4d80.8600669","ADM2",80.85,6.19,"Angunakolapelessa","Division","LKA.8.2_1","Sri Lanka"
"1136",53526,"China Eximbank provides $360.3 million preferential buyer’s credit for Section 2 (Beliatta to Wetiya) Extension of Southern Expressway Project (ESEP) (Link to Projects ID #33488, #38337, #53522 and #53529)","The purpose of the Extension of Southern Expressway Project (ESEP) was to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. It was also designed to facilitate the activities of the Hambantota International Development Hub Project. It involves a 96 km extension of the Southern Expressway from Matara to Hambantota, and it consists of 4 sections.
ESEP Section 1 consists of the construction of a 30 km length road section from Matara to Beliatta.
ESEP Section 2 consists of the construction of a 26 km length road section from Beliatta to Wetiya. The scope of this project includes the construction of 2 interchanges, 26 underpasses, 7 overpasses, 8 bridges, and 70 box culverts.
ESEP Section 3 consists of the construction of a 15 km length road section from Wetiya to Andarawewa. The scope of this project includes the construction of 1 viaduct, 18 underpasses, 5 overpasses, 2 bridges, 45 box culverts, and 6 pipe culverts. This project also includes the construction of the Ranna-Wetiya Road (HR 21) and Sooriyawewa-Galwewa Junction-Embilipitiya Road (HR 06, HR 10).
ESEP Section 4 consists of the construction of a 25 km length road section from Mattala to Hambantota via Andarawewa. The scope of this project includes the construction of 2 viaducts, 1 interchange, 6 bridges, 2 bridge underpasses, 2 overpasses, 10 culvert underpasses, 61 box culverts, and 1 aqueduct.
China Eximbank financed each of these sections of ESEP with four different loans.
On December 23, 2014, China Eximbank and the Government of Sri Lanka signed a $683.5 million preferential buyer’s credit (PBC) agreement [PBC No. (2014) 27 Total No. (321)] for Section 1 (Matara to Beliatta) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, a 5-year grace period, a 0.25% commitment fee, and a 0.25% management fee.
 On April 7, 2016, China Eximbank and the Government of Sri Lanka signed a $360.3 million preferential buyer’s credit (PBC) agreement [PBC No. (2015) 38 Total No. (381)] for Section 2 (Beliatta to Wetiya) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period.
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 1,555,990,000 government concessional loan (GCL) agreement [GCL No. (2014) 17 Total No. (520)] for Section 3 (Wetiya to Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, 5-year grace period, 0.25% commitment fee, and a 0.50% management fee.
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 2,528,170,000 government concessional loan (GCL) agreement [GCL No. (2014) 18 Total No. (521)] for Section 4 (Mattala to Hambantota via Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period.
Project ID#38337 captures the PBC for Section 1; Project ID#53526 (this project) captures the PBC for Section 2; Project ID#33488 captures the GCL for Section 3; Project ID#53522 captures the GCL for Section 4.
Section 1 was implemented by four Chinese firms — AVIC International Engineering Corporation (a subsidiary of Aviation Industry Corporation of China), China State Construction Engineering Corporation (CSCEC or 'China State Construction’), China Harbour Engineering Corporation (CHEC), and China Railway First Survey and Design Institute Group. It commenced on January 16, 2016 and it was completed on January 19, 2019.
 Section 2, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on October 28, 2016. Its target completion date was October 27, 2019, and as of December 31, 2018, it was 61.23% complete. It was completed on February 23, 2020.
Section 3, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on January 25, 2016, and as of December 31, 2018, it was 88.77% complete. Its original target completion date was January 24, 2018, but this section is behind schedule due to soil issues and delay in possession of the site. It was completed on February 23, 2020.
 Section 4, which was implemented by China Harbour Engineering Company Ltd. (CHEC), commenced on January 19, 2016. Its target completion date is May 28, 2019, and as of December 31, 2018, it was 86.06% complete.
 Sections 1-4 were complete, and the Southern Expressway opened to traffic on February 23, 2020. The completion of the ESEP project has linked Hambantota Port and Mattala Rajapaksa Hambantota Airport.
 STAFF_NOTE: China Eximbank provided an additional loan to fund consultancy services related to the Southern Expressway (see Project ID #53529). Additional locational information for Section 2 can be found at https://en.wikipedia.org/wiki/E01_expressway_(Sri_Lanka) and https://www.dropbox.com/s/swhrrykgq6tlrtn/sri_lanka_expressway_network_as_at_2019_11_07.jpg?dl=0.","https://www.geonames.org/search.html?q=Beliatta+&country=LK, https://www.geonames.org/search.html?q=Wetiya&country=LK","ADM2",80.85,6.19,"Angunakolapelessa","Division","LKA.8.2_1","Sri Lanka"
"1137",53529,"China Eximbank provides RMB 577 million government concessional loan for Consultancy Services for Extension of Southern Expressway Project (Linked to Project ID #38337, #53526, #33488 and #53522)","On January 22, 2017, China Eximbank and the Government of Sri Lanka signed an RMB 577 million government concessional loan (GCL) agreement with Sri Lanka for consultancy services related to design review and construction supervision of civil works on the Extension of Southern Expressway Project (ESEP). The GCL will cover the full cost of the project. It carries the following terms: a 2% interest rate, 20 year maturity, and 6 year grace period (see 2017 Annual Performance Report). The objective of ESEP is to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. The proceeds from the GCL are being used to fund the provision of consultancy services related design review and construction supervision of civil work of the Southern Expressway from Matara to Hambantota. China Railway First Survey and Design Institute Group Co. Ltd. (FSDI) is the contractor responsible for project implementation. This project entered implementation on January 22, 2017. As of March 31, 2018, the consultancy work for all four sections of ESEP was on schedule. The expected project completion date is 2022 (see 'Resource Mobilization'). For information on the four sections of ESEP (for which the consultancy services captured in Project ID#53529 will be provided), see Project ID #38337 (Section 1), Project ID #53526 (Section 2), Project ID #33488 (Section 3), and Project ID #53522 (Section 4).","http://dailynews.lk/2018/11/14/local/168450/southern-expressway-extension-be-ready-2019, http://www.erd.gov.lk/index.php?option=com_content&view=category&layout=blog&id=29&Itemid=226&lang=en&limitstart=20","ADM2",80.85,6.19,"Angunakolapelessa","Division","LKA.8.2_1","Sri Lanka"
"1111",53529,"China Eximbank provides RMB 577 million government concessional loan for Consultancy Services for Extension of Southern Expressway Project (Linked to Project ID #38337, #53526, #33488 and #53522)","On January 22, 2017, China Eximbank and the Government of Sri Lanka signed an RMB 577 million government concessional loan (GCL) agreement with Sri Lanka for consultancy services related to design review and construction supervision of civil works on the Extension of Southern Expressway Project (ESEP). The GCL will cover the full cost of the project. It carries the following terms: a 2% interest rate, 20 year maturity, and 6 year grace period (see 2017 Annual Performance Report). The objective of ESEP is to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. The proceeds from the GCL are being used to fund the provision of consultancy services related design review and construction supervision of civil work of the Southern Expressway from Matara to Hambantota. China Railway First Survey and Design Institute Group Co. Ltd. (FSDI) is the contractor responsible for project implementation. This project entered implementation on January 22, 2017. As of March 31, 2018, the consultancy work for all four sections of ESEP was on schedule. The expected project completion date is 2022 (see 'Resource Mobilization'). For information on the four sections of ESEP (for which the consultancy services captured in Project ID#53529 will be provided), see Project ID #38337 (Section 1), Project ID #53526 (Section 2), Project ID #33488 (Section 3), and Project ID #53522 (Section 4).","http://dailynews.lk/2018/11/14/local/168450/southern-expressway-extension-be-ready-2019, http://www.erd.gov.lk/index.php?option=com_content&view=category&layout=blog&id=29&Itemid=226&lang=en&limitstart=20","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
"1112",53526,"China Eximbank provides $360.3 million preferential buyer’s credit for Section 2 (Beliatta to Wetiya) Extension of Southern Expressway Project (ESEP) (Link to Projects ID #33488, #38337, #53522 and #53529)","The purpose of the Extension of Southern Expressway Project (ESEP) was to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. It was also designed to facilitate the activities of the Hambantota International Development Hub Project. It involves a 96 km extension of the Southern Expressway from Matara to Hambantota, and it consists of 4 sections.
ESEP Section 1 consists of the construction of a 30 km length road section from Matara to Beliatta.
ESEP Section 2 consists of the construction of a 26 km length road section from Beliatta to Wetiya. The scope of this project includes the construction of 2 interchanges, 26 underpasses, 7 overpasses, 8 bridges, and 70 box culverts.
ESEP Section 3 consists of the construction of a 15 km length road section from Wetiya to Andarawewa. The scope of this project includes the construction of 1 viaduct, 18 underpasses, 5 overpasses, 2 bridges, 45 box culverts, and 6 pipe culverts. This project also includes the construction of the Ranna-Wetiya Road (HR 21) and Sooriyawewa-Galwewa Junction-Embilipitiya Road (HR 06, HR 10).
ESEP Section 4 consists of the construction of a 25 km length road section from Mattala to Hambantota via Andarawewa. The scope of this project includes the construction of 2 viaducts, 1 interchange, 6 bridges, 2 bridge underpasses, 2 overpasses, 10 culvert underpasses, 61 box culverts, and 1 aqueduct.
China Eximbank financed each of these sections of ESEP with four different loans.
On December 23, 2014, China Eximbank and the Government of Sri Lanka signed a $683.5 million preferential buyer’s credit (PBC) agreement [PBC No. (2014) 27 Total No. (321)] for Section 1 (Matara to Beliatta) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, a 5-year grace period, a 0.25% commitment fee, and a 0.25% management fee.
 On April 7, 2016, China Eximbank and the Government of Sri Lanka signed a $360.3 million preferential buyer’s credit (PBC) agreement [PBC No. (2015) 38 Total No. (381)] for Section 2 (Beliatta to Wetiya) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period.
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 1,555,990,000 government concessional loan (GCL) agreement [GCL No. (2014) 17 Total No. (520)] for Section 3 (Wetiya to Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, 5-year grace period, 0.25% commitment fee, and a 0.50% management fee.
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 2,528,170,000 government concessional loan (GCL) agreement [GCL No. (2014) 18 Total No. (521)] for Section 4 (Mattala to Hambantota via Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period.
Project ID#38337 captures the PBC for Section 1; Project ID#53526 (this project) captures the PBC for Section 2; Project ID#33488 captures the GCL for Section 3; Project ID#53522 captures the GCL for Section 4.
Section 1 was implemented by four Chinese firms — AVIC International Engineering Corporation (a subsidiary of Aviation Industry Corporation of China), China State Construction Engineering Corporation (CSCEC or 'China State Construction’), China Harbour Engineering Corporation (CHEC), and China Railway First Survey and Design Institute Group. It commenced on January 16, 2016 and it was completed on January 19, 2019.
 Section 2, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on October 28, 2016. Its target completion date was October 27, 2019, and as of December 31, 2018, it was 61.23% complete. It was completed on February 23, 2020.
Section 3, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on January 25, 2016, and as of December 31, 2018, it was 88.77% complete. Its original target completion date was January 24, 2018, but this section is behind schedule due to soil issues and delay in possession of the site. It was completed on February 23, 2020.
 Section 4, which was implemented by China Harbour Engineering Company Ltd. (CHEC), commenced on January 19, 2016. Its target completion date is May 28, 2019, and as of December 31, 2018, it was 86.06% complete.
 Sections 1-4 were complete, and the Southern Expressway opened to traffic on February 23, 2020. The completion of the ESEP project has linked Hambantota Port and Mattala Rajapaksa Hambantota Airport.
 STAFF_NOTE: China Eximbank provided an additional loan to fund consultancy services related to the Southern Expressway (see Project ID #53529). Additional locational information for Section 2 can be found at https://en.wikipedia.org/wiki/E01_expressway_(Sri_Lanka) and https://www.dropbox.com/s/swhrrykgq6tlrtn/sri_lanka_expressway_network_as_at_2019_11_07.jpg?dl=0.","https://www.geonames.org/search.html?q=Beliatta+&country=LK, https://www.geonames.org/search.html?q=Wetiya&country=LK","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
"1113",33407,"China Eximbank provides RMB 508 million government concessional loan for Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project (Linked to Project ID #33396)","On February 19, 2013, China Eximbank and the Government of Sri Lanka signed a $200 million preferential buyer's credit (PBC) agreement [China Eximbank PBC (2013) 7 TOTAL NO (251)] for the Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project. The PBC carried the following terms: 20-year maturity, 7-year grace period, and a 2% interest rate. On May 28, 2013, China Eximbank and the Government of Sri Lanka signed an RMB 508 million government concessional loan (GCL) agreement [China Eximbank GCL (2013) 4 TOTAL NO (449)] for the Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project. The GCL carried the following terms: 20-year maturity, 7-year grace period, and a 2% interest rate. Project ID#33396 captures the PBC, while Project ID#33407 (this project) captures the GCL. The purpose of this project, which is formally part of the Belt and Road Initiative (BRI). was to improve transport in the southern region. It involved the construction of 26.75 km length of single line broad gauge rail track from Matara to Beliatta (and a designed speed of 120 kilometers per hour); the construction of structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, and tunnels; as well as the construction of four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations. There were three contractors responsible for project implementation: China National Machinery Import and Export Corporation, China Railway No. 5 Engineering Group, and China Railway Electrification Group. A groundbreaking ceremony took place on October 28, 2013. The railway line was completed and opened for use on April 8, 2019. Staff Note: The Southern (Matara-Kataragama) Railway Line Extension Project is being implemented in three stages. The Matara-Beliatta section is the first stage; the Beliatta-Weerawila section is the second stage; the Weerawila-Kataragama section is the third stage. STAFF_NOTE: This 26.75 km section of the Matara-Kataragama railway line runs from Matara to Beliatta. More detailed locational information can be found at https://reconnectingasia.csis.org/database/projects/matara-kataragama-railway-phase-1-extension/3fe22445-fc24-42cb-9b04-8697a667033b/.","https://reconnectingasia.csis.org/database/projects/matara-kataragama-railway-phase-1-extension/3fe22445-fc24-42cb-9b04-8697a667033b/
https://www.google.com/search?q=matara+beliatta+railway&rlz=1C5CHFA_enUS754US754&oq=matara+beliatta+railway&aqs=chrome..69i57j0i7i30l2j0i30l2j69i60l3.5312j1j4&sourceid=chrome&ie=UTF-8","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
"1114",33396,"China Eximbank provides $200 million preferential buyer’s credit for Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project (Linked to Project ID #33407)","On February 19, 2013, China Eximbank and the Government of Sri Lanka signed a $200 million preferential buyer's credit (PBC) agreement [China Eximbank PBC (2013) 7 TOTAL NO (251)] for the Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project. The PBC carried the following terms: 20 year maturity, 7 year grace period, and a 2% interest rate. Then, on May 28, 2013, China Eximbank and the Government of Sri Lanka signed an RMB 508 million government concessional loan (GCL) agreement [China Eximbank GCL (2013) 4 TOTAL NO (449)] for the Matara-Beliatta Section of Matara-Kataragama Railway Line Extension Project. The GCL carried the following terms: 20 year maturity, 7 year grace period, and a 2% interest rate. Project ID#33396 (this project) captures the PBC, while Project ID#33407 captures the GCL. The purpose of this project, which is formally part of the Belt and Road Initiative (BRI). was to improve transport in the southern region. It involved the construction of 26.75 km length of single line broad gauge rail track from Matara to Beliatta (and a designed speed of 120 kilometers per hour); the construction of structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, and tunnels; as well as the construction of four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations. There were three contractors responsible for project implementation: China National Machinery Import and Export Corporation, China Railway No. 5 Engineering Group, and China Railway Electrification Group. A groundbreaking ceremony took place on October 28, 2013. The railway line was completed and opened for use on April 8, 2019. This 26.75 km section of the Matara-Kataragama railway line runs from Matara to Beliatta. More detailed locational information can be found at https://reconnectingasia.csis.org/database/projects/matara-kataragama-railway-phase-1-extension/3fe22445-fc24-42cb-9b04-8697a667033b/. STAFF_NOTE: The Southern (Matara-Kataragama) Railway Line Extension Project is being implemented in three stages. The Matara-Beliatta section is the first stage; the Beliatta-Weerawila section is the second stage; the Weerawila-Kataragama section is the third stage.","http://www.railway.gov.lk/web/index.php?option=com_content&view=article&id=226%3Amatharaline&catid=1%3Alatest-news&lang=en","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
"1115",46971,"CDB provides $152.8 million loan for Rehabilitation and Improvement of Priority Road Project 1 (PRP1) (Linked to Project ID #39001, #33402 and #39002)","On December 16, 2010, China Development Bank and the Government of Sri Lanka signed a $152.8 million loan agreement (No. 4500402212010110492) for the Priority Road Project-1 (PRP1). This loan carries the following terms: 15 year maturity, 3 year grace period, an interest rather of 6-month LIBOR plus a 2.9% margin, a 0.5% management fee, and a 5% risk (insurance) premium. The 6-month LIBOR rate for 2010 was 1.098%, so the interest rate for this loan totaled 3.998% once the margin was included. 
The total project cost was US$169.8 million, it is unclear which organization provided the remaining funding. The purpose of the project was to provide an efficient national road network that would lower transportation costs and improve the integration of the country. The project sought to construct or rehabilitate 9 different road segments: (1) the 7.47 km Beliatta Tangalle Road on the C1A; (2) the Bopale - Kiribbanara - Uadamauara Road on the C12A; (3) the Flyover at Siribopura Junction on the C1A; (4) the 47 km Pelawatta Kankotiyawatta Thiniyawala Morawaka Road on the C2A; (5) the 0 - 033.45 km Thiruwanaketiya Agalawatta Road on the C3; (6) the 20.5 km Kandy - Mahiyangana- Padiyathalawa Road on the C6A; (7) the 5.63 km Kalkudah Road on the C8; (8) the 4.42km Kalkudah Valachchenai Road on the C8; and (9) the 52 km Paranthan Mullaitivu Road on the C11. 
China National Aero Technology International Engineering Corporation (CATIC-ENG) is the contractor responsible for project implementation. Its work was overseen by the Government of Sri Lanka’s Road Development Authority. Project implementation began on December 29, 2010 and was originally scheduled for completion by December 29, 2014. However, the project did not reach completion until December 31, 2015. 
The Priority Road Project had three phases; see Project ID #39001 (PRP2), Project #33402 (PRP3-Phase 1), and Project #39002 (PRP3-Phase 2) for more details.","https://www.google.com/maps/place/Tangalle+Rd,+Sri+Lanka/@5.9759982,80.7072216,17z/data=!3m1!4b1!4m5!3m4!1s0x3ae1383399d5269d:0xc7cd121d049d603!8m2!3d5.9759982!4d80.7094103","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
"1116",38337,"China Eximbank provides $683.5 million preferential buyer’s credit for Section 1 (Matara to Beliatta) Extension of Southern Expressway Project (Linked to Projects ID #53526, #33488, #53522 and #53529)","The purpose of the Extension of Southern Expressway Project (ESEP) was to enhance the efficiency of the transport system by linking the country's major economic centers with Colombo City and other parts of the country. It was also designed to facilitate the activities of the Hambantota International Development Hub Project. It involves a 96 km extension of the Southern Expressway from Matara to Hambantota, and it consists of 4 sections. 
ESEP Section 1 consists of the construction of a 30 km length road section from Matara to Beliatta. 
ESEP Section 2 consists of the construction of a 26 km length road section from Beliatta to Wetiya. The scope of this project includes the construction of 2 interchanges, 26 underpasses, 7 overpasses, 8 bridges, and 70 box culverts. 
ESEP Section 3 consists of the construction of a 15 km length road section from Wetiya to Andarawewa. The scope of this project includes the construction of 1 viaduct, 18 underpasses, 5 overpasses, 2 bridges, 45 box culverts, and 6 pipe culverts. This project also includes the construction of the Ranna-Wetiya Road (HR 21) and Sooriyawewa-Galwewa Junction-Embilipitiya Road (HR 06, HR 10). 
ESEP Section 4 consists of the construction of a 25 km length road section from Mattala to Hambantota via Andarawewa. The scope of this project includes the construction of 2 viaducts, 1 interchange, 6 bridges, 2 bridge underpasses, 2 overpasses, 10 culvert underpasses, 61 box culverts, and 1 aqueduct. 
China Eximbank financed each of these sections of ESEP with four different loans. 
On December 23, 2014, China Eximbank and the Government of Sri Lanka signed a $683.5 million preferential buyer’s credit (PBC) agreement [PBC No. (2014) 27 Total No. (321)] for Section 1 (Matara to Beliatta) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, a 5-year grace period, a 0.25% commitment fee, and a 0.25% management fee. 
On April 7, 2016, China Eximbank and the Government of Sri Lanka signed a $360.3 million preferential buyer’s credit (PBC) agreement [PBC No. (2015) 38 Total No. (381)] for Section 2 (Beliatta to Wetiya) of ESEP. This PBC carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period. 
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 1,555,990,000 government concessional loan (GCL) agreement [GCL No. (2014) 17 Total No. (520)] for Section 3 (Wetiya to Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, 5-year grace period, 0.25% commitment fee, and a 0.50% management fee. 
On September 16, 2014, China Eximbank and the Government of Sri Lanka signed an RMB 2,528,170,000 government concessional loan (GCL) agreement [GCL No. (2014) 18 Total No. (521)] for Section 4 (Mattala to Hambantota via Andarawewa) of ESEP. This GCL carries an interest rate of 2%, a maturity of 20 years, and a 5-year grace period. 
Project ID#38337 (this project) captures the PBC for Section 1; Project ID#53526 captures the PBC for Section 2; Project ID#33488 captures the GCL for Section 3; Project ID#53522 captures the GCL for Section 4. 
Section 1 was implemented by four Chinese firms — AVIC International Engineering Corporation (a subsidiary of Aviation Industry Corporation of China), China State Construction Engineering Corporation (CSCEC or 'China State Construction’), China Harbour Engineering Corporation (CHEC), and China Railway First Survey and Design Institute Group. It commenced on January 16, 2016 and it was completed on January 19, 2019. 
Section 2, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on October 28, 2016. Its target completion date was October 27, 2019, and as of December 31, 2018, it was 61.23% complete. It was completed on February 23, 2020.
Section 3, which was implemented by China State Construction Engineering Corporation (CSCEC), commenced on January 25, 2016, and as of December 31, 2018, it was 88.77% complete. Its original target completion date was January 24, 2018, but this section is behind schedule due to soil issues and delay in possession of the site. It was completed on February 23, 2020.
Section 4, which was implemented by China Harbour Engineering Company Ltd. (CHEC), commenced on January 19, 2016. Its target completion date is May 28, 2019, and as of December 31, 2018, it was 86.06% complete. 
Sections 1-4 were complete, and the Southern Expressway opened to traffic on February 23, 2020. The completion of the ESEP project has linked Hambantota Port and Mattala Rajapaksa Hambantota Airport. 
STAFF_NOTE: China Eximbank provided an additional loan to fund consultancy services related to the Southern Expressway (see Project ID #53529). Additional locational information for Section 1 can be found at https://en.wikipedia.org/wiki/E01_expressway_(Sri_Lanka) and https://www.dropbox.com/s/swhrrykgq6tlrtn/sri_lanka_expressway_network_as_at_2019_11_07.jpg?dl=0.","https://www.dropbox.com/s/t67xu9m1r7itt9w/Construction%20of%20Extension%20of%20Southern%20Expressway%20Section%201%20from%20Matara%20to%20Beliatta%20Project.pdf?dl=0, https://colombogazette.com/2015/05/30/government-to-extend-southern-highway/, https://www.geonames.org/search.html?q=Matara&country=LK","ADM2",80.72,6.05,"Beliatta","Division","LKA.8.3_1","Sri Lanka"
